,,,,,,,,,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
2484,Marcus Thuram\Marcus-Thuram,fr FRA,FW,M'gladbach,de Bundesliga,21,1997,24.5,473,691,68.5,6322,1699,26,62,41.9,415,552,75.2,32,77,41.6,8,6.8,+1.2,29,19,21,1,57,Matches
2485,Khéphren Thuram-Ulie\Khephren-Thuram-Ulie,fr FRA,MF,Nice,fr Ligue 1,18,2001,6.6,320,368,87.0,5747,868,6,15,40.0,250,272,91.9,64,81,79.0,0,0.1,-0.1,3,17,1,0,17,Matches
2486,Youri Tielemans\Youri-Tielemans,be BEL,MF,Leicester City,eng Premier League,22,1997,31.4,1455,1804,80.7,27246,6904,34,62,54.8,1115,1274,87.5,306,468,65.4,6,5.6,+0.4,52,157,37,7,190,Matches
2487,Kieran Tierney\Kieran-Tierney,sco SCO,DF,Arsenal,eng Premier League,22,1997,11.0,414,544,76.1,8028,2568,5,23,21.7,311,359,86.6,98,162,60.5,1,1.1,-0.1,6,22,8,5,50,Matches
2488,Cheick Timite\Cheick-Timite,ci CIV,MFFW,Amiens,fr Ligue 1,21,1997,1.3,32,41,78.0,549,115,1,3,33.3,27,32,84.4,4,6,66.7,0,0.2,-0.2,1,0,3,1,5,Matches
2489,David Timor\David-Timor,es ESP,MFDF,Getafe,es La Liga,29,1989,10.5,251,404,62.1,5933,2163,11,20,55.0,151,220,68.6,89,164,54.3,0,0.1,-0.1,4,44,5,2,56,Matches
2490,Marcel Tisserand\Marcel-Tisserand,cd COD,DF,Wolfsburg,de Bundesliga,26,1993,13.4,562,722,77.8,13297,4819,5,15,33.3,357,410,87.1,200,297,67.3,1,0.3,+0.7,3,53,5,1,72,Matches
2491,Jean-Clair Todibo\Jean-Clair-Todibo,fr FRA,DF,Barcelona,es La Liga,19,1999,0.9,50,53,94.3,1010,240,1,1,100.0,37,39,94.9,12,13,92.3,0,0.0,0.0,0,2,0,0,2,Matches
2492,Jean-Clair Todibo\Jean-Clair-Todibo,fr FRA,DF,Schalke 04,de Bundesliga,19,1999,4.1,232,270,85.9,5217,1601,1,4,25.0,147,160,91.9,84,106,79.2,0,0.1,-0.1,1,20,0,0,21,Matches
2493,Karl Toko Ekambi\Karl-Toko-Ekambi,cm CMR,FW,Villarreal,es La Liga,26,1992,11.0,178,230,77.4,2939,234,2,11,18.2,148,187,79.1,28,32,87.5,2,1.1,+0.9,8,5,3,1,7,Matches
2494,Karl Toko Ekambi\Karl-Toko-Ekambi,cm CMR,FW,Lyon,fr Ligue 1,26,1992,6.0,148,189,78.3,2388,493,9,17,52.9,116,136,85.3,23,36,63.9,1,1.1,-0.1,8,5,8,2,14,Matches
2495,Corentin Tolisso\Corentin-Tolisso,fr FRA,MF,Bayern Munich,de Bundesliga,24,1994,7.1,506,579,87.4,10175,2584,10,22,45.5,370,409,90.5,126,148,85.1,2,1.8,+0.2,12,71,10,1,71,Matches
2496,Jeremy Toljan\Jeremy-Toljan,de GER,DF,Sassuolo,it Serie A,24,1994,24.3,1267,1493,84.9,20704,6698,14,59,23.7,1103,1195,92.3,150,239,62.8,2,2.5,-0.5,29,75,24,7,146,Matches
2497,Rafael Tolói\Rafael-Toloi,br BRA,DF,Atalanta,it Serie A,28,1990,29.0,1363,1654,82.4,27185,10122,13,44,29.5,1026,1137,90.2,324,473,68.5,6,1.8,+4.2,15,152,16,0,161,Matches
2498,Raúl de Tomás\Raul-de-Tomas,es ESP,FW,Espanyol,es La Liga,24,1994,11.9,214,271,79.0,3797,674,5,12,41.7,166,195,85.1,43,64,67.2,0,0.4,-0.4,6,13,7,1,16,Matches
2499,Takehiro Tomiyasu\Takehiro-Tomiyasu,jp JPN,DF,Bologna,it Serie A,20,1998,28.1,1367,1644,83.2,24691,10130,19,56,33.9,1096,1213,90.4,252,375,67.2,3,1.1,+1.9,14,139,14,4,215,Matches
2500,James Tomkins\James-Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,30,1989,17.6,505,626,80.7,11923,3447,6,14,42.9,311,347,89.6,188,265,70.9,1,0.1,+0.9,2,21,1,0,21,Matches
2501,Fikayo Tomori\Fikayo-Tomori,eng ENG,DF,Chelsea,eng Premier League,21,1997,14.3,981,1098,89.3,21074,5865,4,15,26.7,660,701,94.2,317,382,83.0,0,0.2,-0.2,4,57,4,0,40,Matches
2502,Nenad Tomović\Nenad-Tomovic,rs SRB,DF,SPAL,it Serie A,31,1987,19.5,788,932,84.5,14529,5899,9,23,39.1,633,690,91.7,146,219,66.7,1,0.3,+0.7,9,52,8,2,61,Matches
2503,Sandro Tonali\Sandro-Tonali,it ITA,MF,Brescia,it Serie A,19,2000,33.5,1137,1582,71.9,25114,8472,14,57,24.6,771,914,84.4,352,611,57.6,7,5.4,+1.6,65,139,26,7,248,Matches
2504,Lorenzo Tonelli\Lorenzo-Tonelli,it ITA,DF,Sampdoria,it Serie A,29,1990,7.8,307,368,83.4,7045,2456,3,6,50.0,197,211,93.4,107,151,70.9,0,0.0,0.0,0,26,1,0,27,Matches
2505,Toño\Tono,es ESP,DF,Levante,es La Liga,29,1989,17.7,738,914,80.7,12864,5221,11,41,26.8,603,663,91.0,124,210,59.0,2,1.6,+0.4,18,51,22,10,96,Matches
2506,Ömer Toprak\Omer-Toprak,tr TUR,DF,Werder Bremen,de Bundesliga,30,1989,7.9,421,473,89.0,8678,2665,2,5,40.0,301,321,93.8,118,147,80.3,0,0.0,0.0,0,22,3,2,33,Matches
2507,Ernesto Torregrossa\Ernesto-Torregrossa,it ITA,FW,Brescia,it Serie A,27,1992,20.5,332,507,65.5,4961,1110,21,55,38.2,266,371,71.7,45,81,55.6,3,2.7,+0.3,20,16,17,0,39,Matches
2508,Lucas Torreira\Lucas-Torreira,uy URU,MF,Arsenal,eng Premier League,23,1996,16.8,793,906,87.5,15694,3307,9,26,34.6,572,630,90.8,212,250,84.8,1,1.1,-0.1,14,45,5,0,64,Matches
2509,Ferrán Torres\Ferran-Torres,es ESP,MFFW,Valencia,es La Liga,19,2000,25.0,541,752,71.9,9121,2940,8,36,22.2,456,543,84.0,77,173,44.5,5,4.2,+0.8,27,32,41,15,90,Matches
2510,Óliver Torres\Oliver-Torres,es ESP,MFFW,Sevilla,es La Liga,24,1994,17.7,810,994,81.5,16210,4067,20,48,41.7,591,668,88.5,199,278,71.6,3,2.1,+0.9,17,95,26,4,94,Matches
2511,Pau Torres\Pau-Torres,es ESP,DF,Villarreal,es La Liga,22,1997,33.0,1724,1998,86.3,41893,13173,11,28,39.3,988,1062,93.0,725,908,79.8,1,1.6,-0.6,8,102,4,0,93,Matches
2512,Roberto Torres\Roberto-Torres,es ESP,MFFW,Osasuna,es La Liga,30,1989,30.2,722,1118,64.6,13886,5056,22,73,30.1,535,697,76.8,165,348,47.4,8,5.7,+2.3,46,76,37,16,167,Matches
2513,Lucas Torró\Lucas-Torro,es ESP,MFFW,Eint Frankfurt,de Bundesliga,25,1994,3.7,150,174,86.2,2748,803,3,5,60.0,115,130,88.5,32,39,82.1,0,0.0,0.0,1,22,1,0,14,Matches
2514,Jordan Torunarigha\Jordan-Torunarigha,de GER,DF,Hertha BSC,de Bundesliga,21,1997,16.2,699,813,86.0,17240,4602,8,15,53.3,395,441,89.6,296,357,82.9,1,0.4,+0.6,5,38,2,0,38,Matches
2515,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Crystal Palace,eng Premier League,28,1991,2.0,29,47,61.7,462,137,0,2,0.0,24,37,64.9,5,8,62.5,0,0.0,0.0,0,3,2,0,3,Matches
2516,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Everton,eng Premier League,28,1991,3.2,42,62,67.7,569,120,1,3,33.3,38,50,76.0,3,9,33.3,0,0.1,-0.1,4,2,3,0,5,Matches
2517,Abdoulaye Touré\Abdoulaye-Toure,fr FRA,MF,Nantes,fr Ligue 1,25,1994,24.7,1135,1339,84.8,21164,4192,23,45,51.1,868,992,87.5,244,302,80.8,0,0.8,-0.8,17,116,9,2,100,Matches
2518,Almamy Touré\Almamy-Toure,ml MLI,DF,Eint Frankfurt,de Bundesliga,23,1996,16.6,493,704,70.0,9150,4150,6,25,24.0,394,502,78.5,93,177,52.5,3,2.0,+1.0,21,47,20,12,109,Matches
2519,Lucas Tousart\Lucas-Tousart,fr FRA,MF,Lyon,fr Ligue 1,22,1997,19.6,802,946,84.8,16087,3035,20,41,48.8,557,631,88.3,225,274,82.1,2,0.6,+1.4,11,63,7,4,67,Matches
2520,Andros Townsend\Andros-Townsend,eng ENG,MF,Crystal Palace,eng Premier League,28,1991,14.4,325,460,70.7,5291,1871,9,30,30.0,266,312,85.3,50,118,42.4,1,1.9,-0.9,13,24,24,12,55,Matches
2521,Aleksandar Trajkovski\Aleksandar-Trajkovski,mk MKD,MFDF,Mallorca,es La Liga,26,1992,3.7,121,167,72.5,2608,536,5,11,45.5,84,102,82.4,32,54,59.3,0,1.1,-1.1,14,7,4,1,15,Matches
2522,Adama Traoré\Adama-Traore,es ESP,FWMF,Wolves,eng Premier League,23,1996,28.9,621,942,65.9,10779,2798,11,65,16.9,506,671,75.4,104,206,50.5,9,6.5,+2.5,50,45,45,32,110,Matches
2523,Adama Traoré\Adama-Traore,ml MLI,MF,Monaco,fr Ligue 1,24,1995,0.3,10,12,83.3,203,21,0,0,,7,7,100.0,3,5,60.0,0,0.0,0.0,0,0,0,0,0,Matches
2524,Adama Traoré\Adama-Traore,ml MLI,FWMF,Metz,fr Ligue 1,24,1995,11.2,399,493,80.9,7081,2067,13,17,76.5,306,358,85.5,80,118,67.8,4,4.1,-0.1,34,40,14,1,70,Matches
2525,Amad Traoré\Amad-Traore,ci CIV,FW,Atalanta,it Serie A,17,2002,0.3,12,19,63.2,175,40,0,1,0.0,12,17,70.6,0,1,0.0,0,0.1,-0.1,1,2,1,0,2,Matches
2526,Bertrand Traoré\Bertrand-Traore,bf BFA,FWMF,Lyon,fr Ligue 1,23,1995,13.9,434,581,74.7,8025,2714,10,21,47.6,329,394,83.5,95,166,57.2,3,2.4,+0.6,26,24,23,9,82,Matches
2527,Charles Traore\Charles-Traore,ml MLI,DF,Nantes,fr Ligue 1,27,1992,19.3,803,1078,74.5,14576,6470,7,31,22.6,662,795,83.3,134,252,53.2,1,0.2,+0.8,7,78,14,3,122,Matches
2528,Hamari Traoré\Hamari-Traore,ml MLI,DF,Rennes,fr Ligue 1,27,1992,26.8,1249,1544,80.9,23435,9664,13,52,25.0,979,1112,88.0,257,380,67.6,5,2.1,+2.9,34,80,34,15,212,Matches
2529,Ibrahima Traoré\Ibrahima-Traore,gn GUI,FW,M'gladbach,de Bundesliga,31,1988,1.7,45,60,75.0,786,265,1,3,33.3,41,49,83.7,3,8,37.5,1,0.7,+0.3,4,3,5,0,11,Matches
2530,Ismaël Traoré\Ismael-Traore,ci CIV,DF,Angers,fr Ligue 1,32,1986,22.8,877,1027,85.4,19033,6871,9,19,47.4,588,635,92.6,280,373,75.1,0,0.1,-0.1,3,41,4,0,43,Matches
2531,Kevin Trapp\Kevin-Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,29,1990,22.0,701,939,74.7,21111,13843,3,3,100.0,373,375,99.5,325,561,57.9,0,0.0,0.0,0,18,0,0,1,Matches
2532,Miguel Trauco\Miguel-Trauco,pe PER,DF,Saint-Étienne,fr Ligue 1,26,1992,16.4,646,841,76.8,11689,4765,10,39,25.6,523,600,87.2,113,202,55.9,2,0.9,+1.1,10,47,13,4,103,Matches
2533,Mark Travers\Mark-Travers,ie IRL,GK,Bournemouth,eng Premier League,20,1999,1.0,23,32,71.9,692,479,0,0,,12,12,100.0,11,20,55.0,0,0.0,0.0,0,0,0,0,0,Matches
2534,Luca Tremolada\Luca-Tremolada,it ITA,MF,Brescia,it Serie A,27,1991,0.2,4,6,66.7,95,16,0,0,,2,3,66.7,2,3,66.7,0,0.0,0.0,0,0,0,0,0,Matches
2535,Trézéguet\Trezeguet,eg EGY,FWMF,Aston Villa,eng Premier League,24,1994,21.7,295,445,66.3,4743,1283,8,30,26.7,243,312,77.9,44,103,42.7,1,0.8,+0.2,18,15,12,7,43,Matches
2536,Manu Trigueros\Manu-Trigueros,es ESP,MF,Villarreal,es La Liga,27,1991,17.2,784,918,85.4,14868,4323,15,33,45.5,598,663,90.2,171,222,77.0,4,3.8,+0.2,31,103,19,0,97,Matches
2537,Christopher Trimmel\Christopher-Trimmel,at AUT,DF,Union Berlin,de Bundesliga,32,1987,31.8,1069,1549,69.0,21771,9526,15,65,23.1,749,865,86.6,305,619,49.3,8,4.7,+3.3,64,56,24,16,231,Matches
2538,Alessandro Tripaldelli\Alessandro-Tripaldelli,it ITA,DF,Sassuolo,it Serie A,20,1999,1.5,57,69,82.6,848,445,1,3,33.3,52,60,86.7,4,6,66.7,0,0.0,0.0,0,3,0,0,5,Matches
2539,Kieran Trippier\Kieran-Trippier,eng ENG,DF,Atlético Madrid,es La Liga,28,1990,22.0,938,1309,71.7,17623,8474,14,48,29.2,721,833,86.6,203,428,47.4,4,3.5,+0.5,42,62,52,12,225,Matches
2540,William Troost-Ekong\William-Troost-Ekong,ng NGA,DF,Udinese,it Serie A,25,1993,28.6,859,1046,82.1,20771,7272,1,12,8.3,523,583,89.7,335,451,74.3,0,0.1,-0.1,2,58,3,0,49,Matches
2541,Leandro Trossard\Leandro-Trossard,be BEL,FWMF,Brighton,eng Premier League,24,1994,22.3,567,795,71.3,10966,3574,6,38,15.8,435,555,78.4,126,202,62.4,3,3.7,-0.7,38,45,30,8,124,Matches
2542,Tom Trybull\Tom-Trybull,de GER,MF,Norwich City,eng Premier League,26,1993,12.6,551,597,92.3,9696,2562,6,12,50.0,454,477,95.2,91,108,84.3,0,0.1,-0.1,2,41,0,0,26,Matches
2543,Axel Tuanzebe\Axel-Tuanzebe,eng ENG,DF,Manchester Utd,eng Premier League,21,1997,2.1,127,141,90.1,2333,660,1,3,33.3,102,110,92.7,24,28,85.7,0,0.0,0.0,0,8,0,0,7,Matches
2544,Georgi Tunjov\Georgi-Tunjov,ee EST,MF,SPAL,it Serie A,18,2001,3.2,77,107,72.0,1253,454,4,8,50.0,59,72,81.9,14,27,51.9,0,0.1,-0.1,3,8,0,0,13,Matches
2545,Stefano Turati\Stefano-Turati,it ITA,GK,Sassuolo,it Serie A,,,2.0,43,51,84.3,897,529,0,0,,31,31,100.0,12,20,60.0,0,0.0,0.0,0,0,0,0,0,Matches
2546,Gennaro Tutino\Gennaro-Tutino,it ITA,FW,Hellas Verona,it Serie A,22,1996,2.5,54,74,73.0,746,160,3,5,60.0,46,63,73.0,5,6,83.3,0,0.0,0.0,1,4,3,0,3,Matches
2547,Matthieu Udol\Matthieu-Udol,fr FRA,DF,Metz,fr Ligue 1,23,1996,12.2,428,581,73.7,7866,3497,7,20,35.0,343,392,87.5,78,169,46.2,1,0.7,+0.3,7,26,11,4,68,Matches
2548,Hwang Ui-jo\Hwang-Ui-jo,kr KOR,FWMF,Bordeaux,fr Ligue 1,26,1992,18.1,351,426,82.4,5521,944,2,21,9.5,313,354,88.4,36,51,70.6,2,0.9,+1.1,8,23,11,4,29,Matches
2549,Anthony Ujah\Anthony-Ujah,ng NGA,FWMF,Union Berlin,de Bundesliga,28,1990,10.5,162,264,61.4,2497,752,7,27,25.9,133,195,68.2,22,42,52.4,2,0.8,+1.2,8,17,3,0,28,Matches
2550,Samir Ujkani\Samir-Ujkani,xk KVX,GK,Torino,it Serie A,31,1988,1.0,44,52,84.6,1265,536,0,0,,22,22,100.0,22,30,73.3,0,0.0,0.0,0,0,0,0,0,Matches
2551,Sven Ulreich\Sven-Ulreich,de GER,GK,Bayern Munich,de Bundesliga,30,1988,1.0,44,52,84.6,1097,555,0,1,0.0,30,30,100.0,14,21,66.7,0,0.0,0.0,0,0,0,0,0,Matches
2552,Samuel Umtiti\Samuel-Umtiti,fr FRA,DF,Barcelona,es La Liga,25,1993,10.5,749,808,92.7,14432,4444,7,14,50.0,560,585,95.7,182,209,87.1,0,0.0,0.0,0,57,0,0,43,Matches
2553,Enes Ünal\Enes-Unal,tr TUR,FW,Valladolid,es La Liga,22,1997,26.0,423,621,68.1,6601,1583,13,45,28.9,351,482,72.8,59,94,62.8,2,2.7,-0.7,25,41,10,2,46,Matches
2554,Cengiz Ünder\Cengiz-Under,tr TUR,FW,Roma,it Serie A,22,1997,9.7,241,342,70.5,4746,1480,3,21,14.3,181,223,81.2,57,98,58.2,0,2.6,-2.6,25,21,19,9,47,Matches
2555,Dayot Upamecano\Dayot-Upamecano,fr FRA,DF,RB Leipzig,de Bundesliga,20,1998,26.2,1766,1966,89.8,40062,13462,11,26,42.3,1121,1208,92.8,634,732,86.6,1,0.8,+0.2,8,163,10,0,157,Matches
2556,Mark Uth\Mark-Uth,de GER,MFFW,Köln,de Bundesliga,27,1991,12.9,316,495,63.8,6957,1804,6,29,20.7,198,255,77.6,112,211,53.1,5,3.0,+2.0,28,27,15,2,61,Matches
2557,Mark Uth\Mark-Uth,de GER,FWMF,Schalke 04,de Bundesliga,27,1991,3.9,82,114,71.9,1329,177,1,4,25.0,67,89,75.3,14,21,66.7,0,0.3,-0.3,2,1,1,0,4,Matches
2558,Tomáš Vaclík\Tomas-Vaclik,cz CZE,GK,Sevilla,es La Liga,30,1989,32.5,668,920,72.6,21296,12638,2,3,66.7,300,303,99.0,366,614,59.6,0,0.0,0.0,0,7,0,0,0,Matches
2559,Álvaro Vadillo\Alvaro-Vadillo,es ESP,FWMF,Granada,es La Liga,24,1994,13.5,303,454,66.7,5012,1970,12,34,35.3,235,301,78.1,56,119,47.1,1,1.6,-0.6,18,17,14,3,65,Matches
2560,William Vainqueur\William-Vainqueur,fr FRA,MF,Toulouse,fr Ligue 1,30,1988,19.1,896,992,90.3,15308,3225,23,37,62.2,729,774,94.2,144,181,79.6,0,0.5,-0.5,8,50,5,2,49,Matches
2561,Mirko Valdifiori\Mirko-Valdifiori,it ITA,MF,SPAL,it Serie A,33,1986,15.6,741,901,82.2,15349,5175,12,23,52.2,524,572,91.6,205,306,67.0,3,1.9,+1.1,35,83,16,4,127,Matches
2562,Pierrick Valdivia\Pierrick-Valdivia,fr FRA,MF,Nîmes,fr Ligue 1,31,1988,0.8,29,33,87.9,714,208,0,0,,19,21,90.5,10,12,83.3,0,0.0,0.0,0,6,0,0,4,Matches
2563,Germán Valera\German-Valera,es ESP,FW,Atlético Madrid,es La Liga,17,2002,0.0,1,2,50.0,6,0,0,0,,1,2,50.0,0,0,,0,0.1,-0.1,1,0,0,0,0,Matches
2564,Antoine Valerio\Antoine-Valerio,fr FRA,MF,Nîmes,fr Ligue 1,19,1999,1.0,25,35,71.4,562,162,0,2,0.0,16,20,80.0,9,13,69.2,0,0.0,0.0,0,7,0,0,8,Matches
2565,Borja Valero\Borja-Valero,es ESP,MF,Inter,it Serie A,34,1985,10.3,479,538,89.0,8591,1904,14,25,56.0,371,404,91.8,94,109,86.2,0,1.3,-1.3,10,44,13,2,56,Matches
2566,Yan Valery\Yan-Valery,fr FRA,DF,Southampton,eng Premier League,20,1999,8.7,198,318,62.3,3316,1244,3,16,18.8,164,215,76.3,31,87,35.6,0,0.8,-0.8,2,6,2,1,41,Matches
2567,Martin Valjent\Martin-Valjent,sk SVK,DF,Mallorca,es La Liga,23,1995,35.4,1015,1207,84.1,21385,7429,8,15,53.3,695,766,90.7,312,426,73.2,0,0.6,-0.6,4,62,2,2,66,Matches
2568,Jesús Vallejo\Jesus-Vallejo,es ESP,DF,Wolves,eng Premier League,22,1997,1.8,81,104,77.9,1815,601,1,1,100.0,50,59,84.7,30,44,68.2,0,0.0,0.0,0,7,1,0,5,Matches
2569,Jesús Vallejo\Jesus-Vallejo,es ESP,DF,Granada,es La Liga,22,1997,7.0,174,222,78.4,4655,1684,0,3,0.0,94,102,92.2,80,117,68.4,0,0.2,-0.2,1,9,1,0,13,Matches
2570,Manu Vallejo\Manu-Vallejo,es ESP,MFFW,Valencia,es La Liga,22,1997,4.6,70,94,74.5,1187,203,3,7,42.9,54,68,79.4,13,19,68.4,0,0.4,-0.4,3,8,1,0,4,Matches
2571,Luca Valls\Luca-Valls,fr FRA,FW,Nîmes,fr Ligue 1,20,1998,0.1,2,4,50.0,16,9,0,0,,2,3,66.7,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches
2572,Theo Valls\Theo-Valls,fr FRA,MF,Nîmes,fr Ligue 1,23,1995,18.1,538,696,77.3,10714,2795,14,41,34.1,386,458,84.3,138,197,70.1,1,1.9,-0.9,23,63,12,4,81,Matches
2573,Mattia Valoti\Mattia-Valoti,it ITA,MFFW,SPAL,it Serie A,25,1993,17.0,460,580,79.3,7730,1968,17,35,48.6,364,429,84.8,79,116,68.1,1,1.0,0.0,21,46,9,3,63,Matches
2574,Federico Valverde\Federico-Valverde,uy URU,MF,Real Madrid,es La Liga,21,1998,21.2,985,1119,88.0,16346,3944,23,39,59.0,808,885,91.3,154,195,79.0,5,3.5,+1.5,19,77,17,3,79,Matches
2575,Raphaël Varane\Raphael-Varane,fr FRA,DF,Real Madrid,es La Liga,26,1993,31.4,1479,1668,88.7,35097,10034,7,21,33.3,879,932,94.3,593,715,82.9,1,0.5,+0.5,6,81,3,2,53,Matches
2576,Jamie Vardy\Jamie-Vardy,eng ENG,FW,Leicester City,eng Premier League,32,1987,33.7,314,462,68.0,4777,784,16,49,32.7,257,341,75.4,41,72,56.9,5,5.4,-0.4,28,14,17,5,32,Matches
2577,Matías Vargas\Matias-Vargas,ar ARG,FWMF,Espanyol,es La Liga,21,1997,11.4,261,396,65.9,4579,1503,7,28,25.0,208,270,77.0,46,98,46.9,3,2.5,+0.5,19,20,23,5,55,Matches
2578,Ruben Vargas\Ruben-Vargas,ch SUI,FWMF,Augsburg,de Bundesliga,20,1998,28.1,420,657,63.9,6970,2385,16,56,28.6,333,469,71.0,71,132,53.8,1,3.3,-2.3,21,35,19,3,87,Matches
2579,Thibaut Vargas\Thibaut-Vargas,fr FRA,DFMF,Montpellier,fr Ligue 1,19,2000,1.7,46,65,70.8,875,236,0,0,,36,48,75.0,10,17,58.8,0,0.1,-0.1,2,0,3,2,6,Matches
2580,Sebastian Vasiliadis\Sebastian-Vasiliadis,gr GRE,MF,Paderborn 07,de Bundesliga,21,1997,31.2,818,1070,76.4,16102,3906,9,46,19.6,619,739,83.8,190,285,66.7,1,1.7,-0.7,27,77,16,2,93,Matches
2581,Indiana Vassilev\Indiana-Vassilev,us USA,FWMF,Aston Villa,eng Premier League,18,2001,0.6,8,11,72.7,80,4,1,2,50.0,7,9,77.8,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
2582,Denis Vavro\Denis-Vavro,sk SVK,DF,Lazio,it Serie A,23,1996,3.6,188,205,91.7,4163,1442,2,3,66.7,117,122,95.9,69,80,86.3,0,0.0,0.0,0,11,0,0,11,Matches
2583,Franco Vázquez\Franco-Vazquez,ar ARG,MFFW,Sevilla,es La Liga,30,1989,12.2,546,636,85.8,9642,2152,9,18,50.0,432,488,88.5,105,130,80.8,0,0.4,-0.4,9,56,9,1,56,Matches
2584,Kevin Vázquez\Kevin-Vazquez,es ESP,DF,Celta Vigo,es La Liga,26,1993,14.7,612,768,79.7,10287,3886,17,43,39.5,502,580,86.6,93,145,64.1,0,0.4,-0.4,7,32,5,1,60,Matches
2585,Lucas Vázquez\Lucas-Vazquez,es ESP,MFFW,Real Madrid,es La Liga,28,1991,9.4,465,583,79.8,7389,2182,6,23,26.1,402,460,87.4,57,100,57.0,1,1.5,-0.5,16,14,23,10,48,Matches
2586,Matías Vecino\Matias-Vecino,uy URU,MF,Inter,it Serie A,27,1991,14.2,418,542,77.1,6945,1897,8,32,25.0,348,416,83.7,62,94,66.0,2,1.3,+0.7,12,39,9,2,57,Matches
2587,Koke Vegas\Koke-Vegas,es ESP,GK,Levante,es La Liga,23,1995,2.0,43,63,68.3,1139,732,0,0,,30,30,100.0,13,33,39.4,0,0.0,0.0,0,2,0,0,0,Matches
2588,Miloš Veljković\Milos-Veljkovic,rs SRB,DF,Werder Bremen,de Bundesliga,23,1995,22.8,904,1140,79.3,20915,7726,8,19,42.1,588,653,90.0,308,468,65.8,1,0.8,+0.2,6,97,5,0,87,Matches
2589,Miguel Veloso\Miguel-Veloso,pt POR,MF,Hellas Verona,it Serie A,33,1986,31.2,1288,1683,76.5,25481,7734,29,60,48.3,947,1072,88.3,312,551,56.6,4,5.1,-1.1,62,138,27,8,224,Matches
2590,Unai Vencedor Paris\Unai-Vencedor-Paris,es ESP,MF,Athletic Club,es La Liga,18,2000,0.8,31,41,75.6,688,190,0,0,,24,26,92.3,7,15,46.7,0,0.0,0.0,0,3,1,1,4,Matches
2591,Lorenzo Venuti\Lorenzo-Venuti,it ITA,DF,Fiorentina,it Serie A,24,1995,9.5,400,482,83.0,7424,2696,6,19,31.6,311,343,90.7,83,120,69.2,1,0.7,+0.3,8,38,11,6,55,Matches
2592,Brayan Vera\Brayan-Vera,co COL,DFMF,Lecce,it Serie A,20,1999,1.7,58,78,74.4,1102,370,0,5,0.0,44,53,83.0,14,20,70.0,1,0.2,+0.8,3,2,1,1,5,Matches
2593,Simone Verdi\Simone-Verdi,it ITA,MFFW,Torino,it Serie A,27,1992,23.0,639,904,70.7,12872,3928,28,56,50.0,433,533,81.2,178,315,56.5,6,3.2,+2.8,44,74,29,11,126,Matches
2594,Jordan Veretout\Jordan-Veretout,fr FRA,MF,Roma,it Serie A,26,1993,29.2,1446,1658,87.2,31160,8342,13,30,43.3,1005,1095,91.8,428,533,80.3,0,2.6,-2.6,40,186,18,5,182,Matches
2595,Marco Verratti\Marco-Verratti,it ITA,MF,Paris S-G,fr Ligue 1,26,1992,16.5,1607,1733,92.7,27030,8132,40,56,71.4,1303,1360,95.8,264,317,83.3,5,3.0,+2.0,25,162,43,6,176,Matches
2596,Valerio Verre\Valerio-Verre,it ITA,FWMF,Hellas Verona,it Serie A,25,1994,19.7,524,709,73.9,8302,1984,23,56,41.1,424,515,82.3,77,138,55.8,2,2.9,-0.9,30,46,27,4,69,Matches
2597,Birger Verstraete\Birger-Verstraete,be BEL,MF,Köln,de Bundesliga,25,1994,7.4,196,270,72.6,4310,1405,3,8,37.5,129,157,82.2,64,105,61.0,1,0.6,+0.4,9,23,4,2,38,Matches
2598,Jan Vertonghen\Jan-Vertonghen,be BEL,DF,Tottenham,eng Premier League,32,1987,18.3,930,1112,83.6,19288,5952,5,23,21.7,677,746,90.8,248,343,72.3,1,0.9,+0.1,3,56,0,0,59,Matches
2599,Mikel Vesga\Mikel-Vesga,es ESP,MF,Athletic Club,es La Liga,26,1993,14.1,449,573,78.4,8326,2074,11,26,42.3,341,397,85.9,97,150,64.7,1,0.7,+0.3,6,38,6,0,46,Matches
2600,Jannik Vestergaard\Jannik-Vestergaard,dk DEN,DF,Southampton,eng Premier League,26,1992,16.6,641,799,80.2,12888,4173,11,15,73.3,474,540,87.8,156,244,63.9,0,0.1,-0.1,4,58,4,0,47,Matches
2601,Rúben Vezo\Ruben-Vezo,pt POR,DF,Levante,es La Liga,25,1994,29.0,954,1164,82.0,22641,8069,9,18,50.0,581,659,88.2,364,487,74.7,0,0.6,-0.6,3,64,1,0,68,Matches
2602,Francesco Vicari\Francesco-Vicari,it ITA,DF,SPAL,it Serie A,24,1994,32.2,1101,1264,87.1,25812,8421,5,15,33.3,667,718,92.9,429,531,80.8,0,0.2,-0.2,3,60,1,0,60,Matches
