,,,,,,,,,,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Height,Height,Height,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,Outcomes,Outcomes,Outcomes,Outcomes,Outcomes,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
2173,Rubén\Ruben,es ESP,GK,Osasuna,es La Liga,35,1984,17.6,525,320,205,62,0,53,17,0,0,0,0,0,89,40,396,21,383,2,0,60,269,4,20,1,1,Matches
2174,Waldo Rubio\Waldo-Rubio,es ESP,MFFW,Valladolid,es La Liga,23,1995,9.8,299,289,10,2,1,60,19,26,0,0,0,0,182,55,62,33,240,19,4,1,188,1,7,9,22,Matches
2175,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,eng Premier League,26,1993,19.0,1449,1416,33,25,0,186,59,7,0,0,0,0,1054,154,241,275,1078,50,8,6,1272,6,24,5,13,Matches
2176,Sebastian Rudy\Sebastian-Rudy,de GER,MF,Hoffenheim,de Bundesliga,29,1990,30.4,1533,1392,141,39,2,364,45,85,47,11,30,5,932,316,285,145,1249,60,55,7,1220,9,30,37,43,Matches
2177,Stéphane Ruffier\Stephane-Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,32,1986,22.0,617,391,226,66,1,58,8,0,0,0,0,0,271,27,319,16,503,0,0,71,407,1,15,1,1,Matches
2178,Dion Ruffo Luci\Dion-Ruffo-Luci,it ITA,MF,Bologna,it Serie A,18,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2179,Daniele Rugani\Daniele-Rugani,it ITA,DF,Juventus,it Serie A,25,1994,7.7,434,425,9,9,0,37,8,0,0,0,0,0,349,39,46,43,351,19,0,2,393,1,5,4,3,Matches
2180,Mário Rui\Mario-Rui,pt POR,DF,Napoli,it Serie A,28,1991,21.8,1994,1752,242,46,2,199,37,127,25,12,6,0,1290,328,376,1629,126,53,171,7,1653,2,27,15,65,Matches
2181,Aitor Ruibal\Aitor-Ruibal,es ESP,DFFW,Leganés,es La Liga,23,1996,13.6,414,385,29,3,1,80,8,30,1,0,1,0,249,97,68,45,319,14,25,3,306,3,12,7,22,Matches
2182,Fabián Ruiz Peña\Fabian-Ruiz-Pena,es ESP,MF,Napoli,it Serie A,23,1996,29.8,2353,2286,67,48,6,438,90,15,2,1,1,0,1816,315,222,2090,182,40,17,15,2118,4,15,29,47,Matches
2183,Gerónimo Rulli\Geronimo-Rulli,ar ARG,GK,Montpellier,fr Ligue 1,27,1992,25.0,883,603,280,77,1,82,37,0,0,0,0,0,416,79,388,98,596,0,0,148,673,2,21,1,1,Matches
2184,Lukas Rupp\Lukas-Rupp,de GER,FWMF,Norwich City,eng Premier League,28,1991,7.7,260,252,8,2,2,62,2,2,0,0,0,0,154,65,41,50,193,9,4,0,196,0,3,9,13,Matches
2185,Lukas Rupp\Lukas-Rupp,de GER,MFFW,Hoffenheim,de Bundesliga,28,1991,3.8,155,153,2,0,0,53,2,0,0,0,0,0,112,31,12,23,125,4,1,1,135,1,3,5,2,Matches
2186,Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,eng Premier League,27,1992,38.0,1462,1129,333,59,0,219,47,0,0,0,0,0,797,100,565,175,990,3,0,233,1173,7,47,5,5,Matches
2187,Julian Ryerson\Julian-Ryerson,no NOR,DF,Union Berlin,de Bundesliga,21,1997,4.1,179,135,44,0,0,30,3,13,0,0,0,0,81,49,49,14,100,14,44,0,123,2,8,5,12,Matches
2188,Frederik Rønnow\Frederik-Ronnow,dk DEN,GK,Eint Frankfurt,de Bundesliga,26,1992,9.0,344,264,80,18,0,48,4,0,0,0,0,0,138,16,190,30,256,1,0,38,241,0,6,0,0,Matches
2189,João Victor Santos Sá\Joao-Victor-Santos-Sa,br BRA,MFFW,Wolfsburg,de Bundesliga,25,1994,18.1,442,432,10,1,1,125,8,23,2,1,0,0,289,98,55,74,306,39,3,3,322,5,3,7,15,Matches
2190,Roli Pereira de Sa\Roli-Pereira-de-Sa,fr FRA,MF,Nantes,fr Ligue 1,22,1996,0.1,12,11,1,0,0,0,0,1,1,1,0,0,11,0,1,11,1,0,0,0,11,0,1,0,0,Matches
2191,Youssouf Sabaly\Youssouf-Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,26,1993,10.1,596,503,93,6,4,115,7,30,0,0,0,0,359,125,112,112,371,17,87,1,487,0,8,12,16,Matches
2192,Stefano Sabelli\Stefano-Sabelli,it ITA,DF,Brescia,it Serie A,26,1993,35.2,1981,1540,441,59,2,250,53,92,1,0,1,0,903,508,570,126,1392,49,381,11,1454,8,51,42,50,Matches
2193,Abdelhamid Sabiri\Abdelhamid-Sabiri,de GER,MF,Paderborn 07,de Bundesliga,22,1996,11.6,441,422,19,17,0,107,23,3,0,0,0,0,281,71,89,56,341,21,2,1,351,0,8,6,13,Matches
2194,Marcel Sabitzer\Marcel-Sabitzer,at AUT,MFFW,RB Leipzig,de Bundesliga,25,1994,27.8,1532,1405,127,31,4,275,42,110,16,2,6,2,846,352,334,214,1159,55,80,7,1163,11,24,28,65,Matches
2195,Ihsan Sacko\Ihsan-Sacko,fr FRA,FW,Nice,fr Ligue 1,22,1997,1.6,43,42,1,0,1,10,1,3,0,0,0,0,33,4,6,5,36,1,1,0,32,0,2,1,3,Matches
2196,Alexis Saelemaekers\Alexis-Saelemaekers,be BEL,FWMF,Milan,it Serie A,20,1999,7.6,341,313,28,0,2,37,4,24,6,2,2,0,241,61,39,54,253,8,22,1,280,0,5,6,10,Matches
2197,Jorge Sáenz\Jorge-Saenz,es ESP,DFFW,Celta Vigo,es La Liga,22,1996,4.1,168,165,3,3,2,13,12,0,0,0,0,0,107,23,38,34,116,16,0,0,136,0,7,0,0,Matches
2198,Nuri Şahin\Nuri-Sahin,tr TUR,MF,Werder Bremen,de Bundesliga,30,1988,13.9,775,661,114,65,2,146,30,72,49,26,19,0,447,103,225,581,139,35,0,6,590,3,16,13,24,Matches
2199,Wesley Saïd\Wesley-Said,fr FRA,MFFW,Toulouse,fr Ligue 1,24,1995,12.9,403,385,18,10,1,79,8,20,1,0,0,1,280,62,61,87,291,14,3,4,331,3,7,9,9,Matches
2200,Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,MFFW,Newcastle Utd,eng Premier League,22,1997,20.7,490,481,9,1,3,121,19,44,0,0,0,0,338,86,66,59,409,8,6,2,356,3,8,12,28,Matches
2201,Théo Sainte-Luce\Theo-Sainte-Luce,fr FRA,DFFW,Nîmes,fr Ligue 1,20,1998,0.2,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,0,0,Matches
2202,Borja Sainz\Borja-Sainz,es ESP,MFFW,Alavés,es La Liga,18,2001,6.4,130,128,2,1,0,36,1,13,0,0,0,0,77,28,25,12,107,2,1,3,94,0,1,2,11,Matches
2203,Romain Saïss\Romain-Saiss,ma MAR,DF,Wolves,eng Premier League,29,1990,30.1,1541,1494,47,37,1,187,61,9,0,0,0,0,953,225,363,1232,137,97,10,5,1252,4,32,18,31,Matches
2204,Bukayo Saka\Bukayo-Saka,eng ENG,DFFW,Arsenal,eng Premier League,17,2001,19.5,844,718,126,13,2,176,19,67,11,3,4,3,529,178,137,575,144,16,102,0,659,4,20,20,37,Matches
2205,Hiroki Sakai\Hiroki-Sakai,jp JPN,DF,Marseille,fr Ligue 1,29,1990,18.0,1112,912,200,12,1,176,8,25,0,0,0,0,706,236,170,80,783,34,188,5,942,0,16,21,31,Matches
2206,Mamadou Sakho\Mamadou-Sakho,fr FRA,DF,Crystal Palace,eng Premier League,29,1990,10.3,516,498,18,17,0,70,10,0,0,0,0,0,390,49,77,384,94,21,1,4,451,1,3,3,5,Matches
2207,Jacopo Sala\Jacopo-Sala,it ITA,DF,SPAL,it Serie A,27,1991,9.5,471,399,72,7,0,57,15,30,0,0,0,0,280,91,100,59,323,18,65,3,373,1,12,4,19,Matches
2208,Mohamed Salah\Mohamed-Salah,eg EGY,FW,Liverpool,eng Premier League,27,1992,32.0,1004,952,52,4,13,241,19,45,28,3,15,3,712,159,133,792,166,18,8,11,746,3,15,27,47,Matches
2209,Bartosz Salamon\Bartosz-Salamon,pl POL,DF,SPAL,it Serie A,28,1991,3.8,144,139,5,5,0,12,4,0,0,0,0,0,96,12,36,19,111,9,0,0,131,0,1,0,0,Matches
2210,Eddy Salcedo\Eddy-Salcedo,it ITA,FWMF,Hellas Verona,it Serie A,17,2001,7.6,221,212,9,0,1,68,3,26,2,1,0,0,114,71,36,21,157,20,3,6,138,1,7,6,16,Matches
2211,William Saliba\William-Saliba,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2001,11.0,544,516,28,12,0,95,24,0,0,0,0,0,402,70,72,52,430,29,16,0,479,1,5,4,6,Matches
2212,Yannis Salibur\Yannis-Salibur,fr FRA,MFFW,Mallorca,es La Liga,28,1991,0.9,42,42,0,0,0,8,1,3,0,0,0,0,32,4,6,29,9,2,0,1,36,0,1,1,0,Matches
2213,Romain Salin\Romain-Salin,fr FRA,GK,Rennes,fr Ligue 1,35,1984,4.0,130,76,54,17,0,13,7,0,0,0,0,0,57,8,65,81,22,0,0,22,96,0,3,0,0,Matches
2214,Mohammed Salisu\Mohammed-Salisu,gh GHA,DF,Valladolid,es La Liga,20,1999,30.3,1056,1024,32,27,1,152,25,1,0,0,0,0,740,100,216,843,109,65,5,5,890,4,28,11,10,Matches
2215,Roland Sallai\Roland-Sallai,hu HUN,MFFW,Freiburg,de Bundesliga,22,1997,12.9,343,336,7,2,4,99,6,42,0,0,0,0,207,70,66,80,218,19,4,7,237,1,7,9,27,Matches
2216,Lazar Samardzic\Lazar-Samardzic,de GER,MF,Hertha BSC,de Bundesliga,17,2002,0.4,7,7,0,0,0,2,1,1,0,0,0,0,2,3,2,4,2,1,0,0,6,0,0,0,0,Matches
2217,Diadie Samassékou\Diadie-Samassekou,ml MLI,MF,Hoffenheim,de Bundesliga,23,1996,14.6,588,581,7,5,0,123,6,3,0,0,0,0,398,98,92,74,457,38,2,7,480,2,11,8,14,Matches
2218,Mbwana Samatta\Mbwana-Samatta,tz TAN,FW,Aston Villa,eng Premier League,26,1992,10.5,179,171,8,0,1,51,1,3,0,0,0,0,94,36,49,22,103,21,1,6,127,0,4,3,6,Matches
2219,Mama Samba Baldé\Mama-Samba-Balde,gw GNB,FWMF,Dijon,fr Ligue 1,23,1995,18.6,368,357,11,2,1,109,7,22,2,0,2,0,225,84,59,69,247,22,4,11,253,2,16,9,26,Matches
2220,Junior Sambia\Junior-Sambia,fr FRA,DFMF,Montpellier,fr Ligue 1,22,1996,6.5,250,205,45,3,0,44,9,25,1,0,0,0,130,62,58,42,156,6,41,1,191,2,5,6,3,Matches
2221,Frédéric Sammaritano\Frederic-Sammaritano,fr FRA,MFFW,Dijon,fr Ligue 1,33,1986,5.8,269,222,47,16,1,52,20,50,27,7,13,4,167,39,63,47,215,5,1,1,202,0,3,4,14,Matches
2222,Fede San Emeterio\Fede-San-Emeterio,es ESP,MF,Valladolid,es La Liga,22,1997,19.5,683,674,9,9,0,127,19,4,0,0,0,0,414,127,142,51,543,57,0,4,558,1,10,3,14,Matches
2223,Mikel San José\Mikel-San-Jose,es ESP,MF,Athletic Club,es La Liga,30,1989,4.0,125,124,1,1,0,17,4,0,0,0,0,0,68,36,21,20,86,12,0,0,93,0,3,4,2,Matches
2224,Antonio Sanabria\Antonio-Sanabria,py PAR,FW,Genoa,it Serie A,23,1996,15.4,379,364,15,1,1,136,10,10,0,0,0,0,228,89,62,94,222,33,0,4,290,1,3,6,18,Matches
2225,Oihan Sancet\Oihan-Sancet,es ESP,MF,Athletic Club,es La Liga,19,2000,8.2,208,202,6,1,1,73,4,2,1,1,0,0,139,48,21,15,176,6,0,5,168,0,1,6,8,Matches
2226,Renato Sanches\Renato-Sanches,pt POR,MFFW,Lille,fr Ligue 1,21,1997,16.5,1007,906,101,41,1,179,52,86,45,11,27,2,710,135,162,103,861,24,13,3,816,3,15,21,25,Matches
2227,Renato Sanches\Renato-Sanches,pt POR,MF,Bayern Munich,de Bundesliga,21,1997,0.1,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,7,0,0,0,0,Matches
2228,Alexis Sánchez\Alexis-Sanchez,cl CHI,FW,Inter,it Serie A,30,1988,10.3,410,366,44,9,4,84,24,42,29,8,8,5,210,94,106,19,372,8,0,8,297,2,8,12,23,Matches
2229,Carlos Sánchez\Carlos-Sanchez,co COL,MFDF,West Ham,eng Premier League,33,1986,1.3,55,55,0,0,0,15,1,0,0,0,0,0,28,13,14,14,32,5,0,2,45,0,0,1,1,Matches
2230,Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,eng Premier League,23,1996,27.0,1496,1457,39,24,0,218,42,2,0,0,0,0,1142,160,194,201,1181,70,15,4,1298,2,17,13,20,Matches
2231,Germán Sánchez\German-Sanchez,es ESP,DF,Granada,es La Liga,32,1986,25.5,901,854,47,43,0,115,42,0,0,0,0,0,566,123,212,136,652,64,4,2,738,3,24,8,6,Matches
2232,Javi Sánchez\Javi-Sanchez,es ESP,DF,Valladolid,es La Liga,22,1997,5.5,197,184,13,13,0,15,6,0,0,0,0,0,139,17,41,64,119,9,0,1,157,2,2,0,2,Matches
2233,Manuel Sánchez\Manuel-Sanchez,es ESP,DF,Atlético Madrid,es La Liga,18,2000,3.6,173,140,33,3,0,21,3,7,0,0,0,0,94,48,31,106,23,10,30,0,135,1,2,1,5,Matches
2234,Víctor Sánchez\Victor-Sanchez,es ESP,MFDF,Espanyol,es La Liga,31,1987,18.8,960,877,83,46,0,147,36,71,22,4,6,7,558,177,225,165,690,56,15,8,739,3,14,22,21,Matches
2235,Jadon Sancho\Jadon-Sancho,eng ENG,FWMF,Dortmund,de Bundesliga,19,2000,25.4,1614,1518,96,15,9,313,34,77,57,18,14,6,1247,233,134,191,1361,32,24,6,1348,4,19,37,51,Matches
2236,Alex Sandro\Alex-Sandro,br BRA,DF,Juventus,it Serie A,28,1991,26.5,1973,1736,237,20,3,231,43,68,1,1,0,0,1310,391,272,1554,115,57,216,12,1699,11,22,28,43,Matches
2237,Leroy Sané\Leroy-Sane,de GER,FW,Manchester City,eng Premier League,23,1996,0.1,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0,6,1,0,0,0,6,0,0,0,0,Matches
2238,Salif Sané\Salif-Sane,sn SEN,DF,Schalke 04,de Bundesliga,28,1990,12.5,681,639,42,41,0,123,16,0,0,0,0,0,506,67,108,116,492,34,1,0,592,2,9,6,8,Matches
2239,Luca Sangalli\Luca-Sangalli,es ESP,MF,Real Sociedad,es La Liga,24,1995,4.1,187,180,7,3,1,63,1,5,2,1,0,0,133,27,27,24,149,9,1,0,138,0,7,10,9,Matches
2240,Ibrahim Sangaré\Ibrahim-Sangare,ci CIV,MF,Toulouse,fr Ligue 1,21,1997,24.2,1313,1269,44,28,4,280,37,22,2,0,2,0,879,196,238,76,1146,52,13,5,1039,2,21,40,24,Matches
2241,Oier Sanjurjo\Oier-Sanjurjo,es ESP,MF,Osasuna,es La Liga,33,1986,25.8,1009,993,16,13,1,227,23,10,0,0,0,0,474,248,287,134,714,97,3,8,734,5,23,10,31,Matches
2242,Yaya Sanogo\Yaya-Sanogo,fr FRA,FW,Toulouse,fr Ligue 1,26,1993,10.1,177,166,11,1,0,71,1,0,0,0,0,0,85,56,36,26,97,15,0,4,124,1,6,4,6,Matches
2243,Morgan Sanson\Morgan-Sanson,fr FRA,MF,Marseille,fr Ligue 1,24,1994,24.1,907,879,28,14,2,191,29,65,7,3,3,0,646,140,121,145,714,22,7,9,726,4,12,16,32,Matches
2244,Nicola Sansone\Nicola-Sansone,it ITA,FWMF,Bologna,it Serie A,27,1991,25.2,986,878,108,37,7,203,37,122,58,31,9,2,665,129,192,138,808,16,13,3,715,8,21,21,55,Matches
2245,Baptiste Santamaria\Baptiste-Santamaria,fr FRA,MF,Angers,fr Ligue 1,24,1995,27.8,1340,1317,23,19,5,242,73,12,0,0,0,0,871,206,263,121,1093,86,4,5,1117,2,21,20,34,Matches
2246,Federico Santander\Federico-Santander,py PAR,FW,Bologna,it Serie A,28,1991,8.6,267,254,13,0,2,86,4,7,0,0,0,0,146,67,54,23,167,25,3,8,181,0,6,5,11,Matches
2247,Davide Santon\Davide-Santon,it ITA,DF,Roma,it Serie A,28,1991,6.9,406,344,62,10,0,50,4,9,0,0,0,0,286,62,58,35,305,9,52,2,367,0,2,2,7,Matches
2248,Samir Santos\Samir-Santos,br BRA,DF,Udinese,it Serie A,24,1994,17.2,755,707,48,26,1,90,5,6,0,0,0,0,584,67,104,570,118,32,22,0,657,0,9,6,12,Matches
2249,Riccardo Saponara\Riccardo-Saponara,it ITA,MFFW,Genoa,it Serie A,27,1991,1.9,84,82,2,0,1,11,2,4,0,0,0,0,50,19,15,24,56,1,2,0,62,1,2,1,3,Matches
2250,Riccardo Saponara\Riccardo-Saponara,it ITA,MFFW,Lecce,it Serie A,27,1991,10.5,518,485,33,5,2,95,23,35,23,0,5,0,333,97,88,130,372,4,4,3,392,1,12,6,22,Matches
2251,Ivan Šaponjić\Ivan-Saponjic,rs SRB,FWDF,Atlético Madrid,es La Liga,21,1997,0.1,2,1,1,0,0,1,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,Matches
2252,Pablo Sarabia\Pablo-Sarabia,es ESP,FWMF,Paris S-G,fr Ligue 1,27,1992,12.9,677,648,29,3,5,130,9,52,17,10,5,1,495,93,89,548,108,7,9,4,524,2,10,19,26,Matches
2253,Marcelo Saracchi\Marcelo-Saracchi,uy URU,DF,RB Leipzig,de Bundesliga,21,1998,2.0,127,108,19,1,0,18,4,7,0,0,0,0,67,21,39,95,5,7,18,0,91,1,1,2,3,Matches
2254,Josh Sargent\Josh-Sargent,us USA,FW,Werder Bremen,de Bundesliga,19,2000,15.7,365,341,24,0,0,95,1,5,0,0,0,0,214,88,63,58,239,18,5,15,262,0,3,7,22,Matches
2255,Bouna Sarr\Bouna-Sarr,gn GUI,DFFW,Marseille,fr Ligue 1,27,1992,24.0,1357,1147,210,22,3,209,25,101,10,2,7,0,871,300,186,121,999,35,178,2,1100,1,18,20,52,Matches
2256,Ismaila Sarr\Ismaila-Sarr,sn SEN,FWMF,Watford,eng Premier League,21,1998,22.5,602,592,10,2,3,143,12,97,1,0,1,0,401,113,88,41,526,15,1,5,438,3,13,15,29,Matches
2257,Malang Sarr\Malang-Sarr,fr FRA,DF,Nice,fr Ligue 1,20,1999,16.2,1168,1102,66,30,1,124,35,3,0,0,0,0,934,105,129,921,174,29,36,2,1055,1,16,23,7,Matches
2258,Sidy Sarr\Sidy-Sarr,sn SEN,MF,Nîmes,fr Ligue 1,23,1996,12.9,512,501,11,10,1,128,26,2,0,0,0,0,287,91,134,329,78,32,1,3,371,1,13,10,11,Matches
2259,Joan Sastre Vanrell\Joan-Sastre-Vanrell,es ESP,DF,Mallorca,es La Liga,22,1997,15.1,669,520,149,11,0,119,27,65,1,0,1,0,288,148,233,67,434,20,137,5,458,4,15,14,26,Matches
2260,Téji Savanier\Teji-Savanier,fr FRA,MF,Montpellier,fr Ligue 1,27,1991,16.9,917,824,93,43,2,183,68,83,46,25,13,6,474,173,270,140,712,41,4,1,686,2,26,10,20,Matches
2261,Stefan Savić\Stefan-Savic,me MNE,DF,Atlético Madrid,es La Liga,28,1991,22.0,1036,993,43,42,2,102,26,0,0,0,0,0,676,113,247,59,857,87,1,5,864,4,15,4,8,Matches
2262,Fabian Schär\Fabian-Schar,ch SUI,DFMF,Newcastle Utd,eng Premier League,27,1991,18.6,767,697,70,48,0,125,72,12,0,0,0,0,400,107,260,97,593,40,22,0,576,8,20,8,10,Matches
2263,Louis Schaub\Louis-Schaub,at AUT,MF,Köln,de Bundesliga,24,1994,6.9,281,248,33,4,1,72,3,19,18,7,1,1,204,31,46,216,40,6,10,4,220,0,3,6,11,Matches
2264,Ezequiel Schelotto\Ezequiel-Schelotto,it ITA,DF,Brighton,eng Premier League,30,1989,4.0,169,129,40,1,0,31,3,16,0,0,0,0,71,57,41,12,105,8,39,0,121,0,3,3,7,Matches
2265,Patrik Schick\Patrik-Schick,cz CZE,FW,RB Leipzig,de Bundesliga,23,1996,14.4,322,298,24,0,1,82,0,7,0,0,0,0,159,97,66,180,53,39,5,16,220,5,3,3,11,Matches
2266,Julian Schieber\Julian-Schieber,de GER,FW,Augsburg,de Bundesliga,30,1989,0.5,14,12,2,0,0,4,0,0,0,0,0,0,8,6,0,11,2,1,0,0,11,0,1,1,0,Matches
2267,Kingsley Schindler\Kingsley-Schindler,de GER,FWMF,Köln,de Bundesliga,26,1993,9.4,248,238,10,1,1,65,8,34,0,0,0,0,129,51,68,39,172,20,9,0,155,1,8,8,17,Matches
2268,Xaver Schlager\Xaver-Schlager,at AUT,MF,Wolfsburg,de Bundesliga,21,1997,19.1,678,667,11,3,1,157,19,11,0,0,0,0,465,110,103,419,209,26,4,0,530,4,14,13,31,Matches
2269,Keven Schlotterbeck\Keven-Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,22,1997,21.5,795,761,34,33,2,145,21,1,0,0,0,0,516,123,156,514,185,64,1,6,645,1,33,8,14,Matches
2270,Nico Schlotterbeck\Nico-Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,19,1999,4.1,194,180,14,11,0,49,7,5,0,0,0,0,129,22,43,147,25,11,3,0,152,0,4,1,8,Matches
2271,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MFDF,Crystal Palace,eng Premier League,26,1992,11.5,342,320,22,3,1,80,8,9,0,0,0,0,218,58,66,229,58,15,19,3,256,3,5,11,10,Matches
2272,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,eng Premier League,32,1986,38.0,1178,820,358,116,1,110,65,0,0,0,0,0,614,100,464,55,917,3,0,152,904,6,42,4,3,Matches
2273,Marcel Schmelzer\Marcel-Schmelzer,de GER,DF,Dortmund,de Bundesliga,31,1988,0.7,52,47,5,0,0,14,1,2,0,0,0,0,37,4,11,30,12,2,5,0,41,0,2,1,0,Matches
2274,Jonathan Schmid\Jonathan-Schmid,fr FRA,DF,Freiburg,de Bundesliga,29,1990,31.5,1555,1149,406,33,2,247,44,99,18,10,1,3,668,419,468,163,953,58,355,6,1178,7,23,34,45,Matches
2275,Manuel Schmiedebach\Manuel-Schmiedebach,de GER,MF,Union Berlin,de Bundesliga,30,1988,2.0,53,52,1,1,1,12,0,0,0,0,0,0,29,12,12,6,39,6,0,2,41,0,2,1,0,Matches
2276,Benno Schmitz\Benno-Schmitz,de GER,DF,Köln,de Bundesliga,24,1994,12.9,758,602,156,11,0,129,14,34,0,0,0,0,315,169,274,146,416,34,145,1,543,5,20,20,24,Matches
2277,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Everton,eng Premier League,29,1989,11.1,567,550,17,10,0,97,30,8,0,0,0,0,338,117,112,77,452,22,0,3,494,0,4,6,9,Matches
2278,Lasse Schöne\Lasse-Schone,dk DEN,MF,Genoa,it Serie A,33,1986,27.0,1634,1454,180,71,3,274,57,121,104,21,47,8,1219,166,249,93,1466,48,4,6,1379,5,13,13,27,Matches
2279,Sebastian Schonlau\Sebastian-Schonlau,de GER,DF,Paderborn 07,de Bundesliga,24,1994,23.0,1426,1370,56,54,1,224,48,2,0,0,0,0,1118,151,157,264,1073,59,2,5,1282,3,20,10,15,Matches
2280,Alessandro Schöpf\Alessandro-Schopf,at AUT,MF,Schalke 04,de Bundesliga,25,1994,15.9,678,662,16,7,0,156,9,16,1,0,1,0,439,162,77,196,446,19,8,4,566,4,9,7,23,Matches
2281,Jerdy Schouten\Jerdy-Schouten,nl NED,MF,Bologna,it Serie A,22,1997,12.0,542,527,15,8,0,111,15,1,0,0,0,0,365,90,87,60,420,36,2,4,457,2,8,12,8,Matches
2282,Markus Schubert\Markus-Schubert,de GER,GK,Schalke 04,de Bundesliga,21,1998,8.2,317,238,79,19,0,33,4,0,0,0,0,0,126,24,167,54,211,0,0,29,193,1,11,2,1,Matches
2283,Nico Schulz\Nico-Schulz,de GER,DF,Dortmund,de Bundesliga,26,1993,6.6,454,403,51,6,0,68,6,13,0,0,0,0,339,85,30,312,86,11,45,0,389,0,6,11,13,Matches
2284,Alexander Schwolow\Alexander-Schwolow,de GER,GK,Freiburg,de Bundesliga,27,1992,23.2,979,673,306,57,0,97,20,0,0,0,0,0,455,51,473,131,699,1,0,116,668,2,23,3,3,Matches
2285,Matteo Scozzarella\Matteo-Scozzarella,it ITA,MF,Parma,it Serie A,31,1988,10.2,489,420,69,33,1,73,33,44,36,12,13,8,277,63,149,32,436,17,0,1,387,2,8,3,7,Matches
2286,Aleksandar Sedlar\Aleksandar-Sedlar,rs SRB,DF,Mallorca,es La Liga,27,1991,9.0,399,373,26,7,0,56,11,0,0,0,0,0,235,76,88,45,278,33,19,6,325,2,9,4,10,Matches
2287,Davie Selke\Davie-Selke,de GER,FW,Hertha BSC,de Bundesliga,24,1995,10.7,235,216,19,0,0,86,0,3,0,0,0,0,80,87,68,11,117,34,1,14,141,0,8,4,10,Matches
2288,Davie Selke\Davie-Selke,de GER,FW,Werder Bremen,de Bundesliga,24,1995,5.1,135,126,9,0,0,65,0,3,0,0,0,0,48,51,36,8,77,15,0,5,91,0,1,0,5,Matches
2289,Matz Sels\Matz-Sels,be BEL,GK,Strasbourg,fr Ligue 1,27,1992,27.0,849,582,267,64,1,99,29,0,0,0,0,0,347,54,448,52,619,0,0,127,575,2,22,3,1,Matches
2290,Ken Sema\Ken-Sema,se SWE,DFMF,Udinese,it Serie A,25,1993,27.3,1070,863,207,16,0,170,29,163,30,7,12,1,557,251,262,710,159,26,160,5,775,5,10,13,59,Matches
2291,Nélson Semedo\Nelson-Semedo,pt POR,DF,Barcelona,es La Liga,25,1993,23.3,1663,1493,170,13,2,188,12,21,1,1,0,0,1317,236,110,254,1225,21,156,2,1487,3,10,39,35,Matches
2292,Alessandro Semprini\Alessandro-Semprini,it ITA,DF,Brescia,it Serie A,21,1998,7.0,356,279,77,4,0,26,12,14,0,0,0,0,189,88,79,62,207,8,73,3,274,0,4,4,16,Matches
2293,Josep Señé\Josep-Sene,es ESP,MF,Mallorca,es La Liga,27,1991,1.7,83,79,4,4,0,17,1,2,0,0,0,0,69,9,5,4,78,0,0,0,77,0,1,1,0,Matches
2294,Stefano Sensi\Stefano-Sensi,it ITA,MFFW,Inter,it Serie A,23,1995,8.0,515,455,60,16,3,82,22,44,40,11,5,3,347,85,83,81,419,9,3,1,422,1,4,4,17,Matches
2295,Luigi Sepe\Luigi-Sepe,it ITA,GK,Parma,it Serie A,28,1991,34.0,1138,706,432,103,2,75,57,0,0,0,0,0,505,86,547,719,232,0,0,114,841,4,28,4,1,Matches
2296,Suat Serdar\Suat-Serdar,de GER,MF,Schalke 04,de Bundesliga,22,1997,17.8,498,493,5,4,4,117,12,1,0,0,0,0,361,61,76,58,408,19,1,1,386,3,14,11,22,Matches
2297,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,DF,Tottenham,eng Premier League,19,2000,3.8,195,168,27,2,0,39,5,13,1,0,1,0,119,42,34,151,11,4,24,0,145,0,1,4,8,Matches
